Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2023,Toyota,TYX,LEXUS,UX 250h,19-MA3H,1,1.987,KTYXV02.0N4C,Car,143,4,02,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.61,25.6,1,Not eqipped,KTYX10055383,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0157543,0.0805041,148.2248643,0.0019618,,0.0036621,0.0001828,59.5000000,MPG,41.4952639,83.1827073,48.1700595,85.6044683,0.5900000,0.4800000,0.1000000,27.651,0.16458,0.020498,8.824,0.02232,0.020213,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,0,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054275,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0050466,0.1097716,161.2221927,0.0001628,,,,54.7000000,MPG,,,,,0.8300000,0.6700000,-0.0600000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,0,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054276,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0352107,0.3134629,235.6399455,0.0102846,,,,37.3000000,MPG,26.9157940,41.8925870,,,-2.3600000,-0.8400000,-0.4100000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,0,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054277,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0164466,0.1137762,157.9492780,0.0017933,,0.0029973,0.0002887,55.8000000,MPG,40.1637905,79.4035155,45.1945181,75.9712871,1.3700000,0.8500000,0.3200000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,0,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054278,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1174857,0.5730356,212.5515939,0.0231506,,,,40.9000000,MPG,25.9105266,46.3634460,40.7686462,,0.2300000,0.1500000,-0.2500000,37.259,0.03947,0.025569,12.378,-0.13597,0.025428,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,0,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054282,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0305855,0.2318867,206.4548576,0.0035215,,,,42.7000000,MPG,,,,,1.0500000,0.8100000,0.2200000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,1,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054279,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0153583,0.1241177,157.0249415,0.0020384,,0.0028139,0.0002274,56.1000000,MPG,40.7064312,79.4282466,44.2792136,79.4057751,0.3500000,0.3000000,-0.3300000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,1,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054280,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0042455,0.1165055,159.9871493,0.0001968,,,,55.1000000,MPG,,,,,-0.2100000,-0.2200000,0.0800000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,1,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054281,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1100402,0.5364407,201.2397761,0.0190411,,,,43.4000000,MPG,24.5633270,66.9128061,39.1033585,,1.5000000,1.1100000,0.4300000,37.259,0.03947,0.025569,12.378,-0.13597,0.025428,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,1,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054286,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0257673,0.1876171,202.2585610,0.0040645,,,,43.6000000,MPG,,,,,0.9100000,0.6800000,0.5000000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,LEXUS,UX 250h AWD,19-MA1H,1,1.987,KTYXV02.0N4C,Car,143,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,3.61,26.6,1,Not eqipped,KTYX10054292,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0405303,0.3665793,240.1980650,0.0122623,,,,36.6000000,MPG,26.9838829,40.7147808,,,-0.8500000,-0.4900000,-0.0900000,33.871,0.03588,0.023245,14.743,-0.07679,0.022826,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA AWD,23-YA4E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10073638,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,170.8000000,MPG,,,,,,,,26.331,0.44679,0.014678,2.588,-0.21861,0.024111,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA AWD,23-YA4E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10073639,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,139.2000000,MPG,,,,,,,,26.331,0.44679,0.014678,2.588,-0.21861,0.024111,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA AWD,23-YA4E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072676,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,170.3000000,MPG,,,,,,,,26.331,0.44679,0.014678,2.588,-0.21861,0.024111,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA AWD,23-YA4E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072677,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,142.0000000,MPG,,,,,,,,26.331,0.44679,0.014678,2.588,-0.21861,0.024111,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA LIMITED/TOURING  AWD,23-YA3E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072671,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,136.4000000,MPG,,,,,,,,27.586,0.43109,0.015615,5.912,-0.32981,0.025369,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA LIMITED/TOURING  AWD,23-YA3E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072672,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,163.9000000,MPG,,,,,,,,27.586,0.43109,0.015615,5.912,-0.32981,0.025369,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA LIMITED/TOURING AWD,23-YA3E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072665,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,162.9000000,MPG,,,,,,,,27.586,0.43109,0.015615,5.912,-0.32981,0.025369,,,N,,,N,No averaging
2023,Toyota,TYX,SUBARU,SOLTERRA LIMITED/TOURING AWD,23-YA3E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072669,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,135.8000000,MPG,,,,,,,,27.586,0.43109,0.015615,5.912,-0.32981,0.025369,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 2WD,20-GN4A,0,3.956,LTYXT04.0M5S,Truck,270,6,02,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.73,29.2,1,Not eqipped,LTYX10057967,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0098463,0.2425827,306.8214576,0.0031796,,,,28.7000000,MPG,,,,,1.5700000,1.5500000,0.0300000,41.238,0.21182,0.035729,21.028,-0.09456,0.036974,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 2WD,20-GN4A,0,3.956,LTYXT04.0M5S,Truck,270,6,02,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.73,29.2,1,Not eqipped,LTYX10057968,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0299877,3.0914079,481.2890210,0.0042805,,,,18.2000000,MPG,13.4931464,20.1303299,,,0.7100000,0.4900000,-0.0500000,41.238,0.21182,0.035729,21.028,-0.09456,0.036974,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 2WD,20-GN4A,0,3.956,LTYXT04.0M5S,Truck,270,6,02,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.73,29.2,1,Not eqipped,LTYX10057969,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0181189,0.3030284,432.5292588,0.0098522,,0.0031140,0.0001429,20.4000000,MPG,19.4809258,20.0107211,21.9434708,,2.7800000,1.6800000,-0.2400000,41.238,0.21182,0.035729,21.028,-0.09456,0.036974,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 4WD,20-GN1A,0,3.956,LTYXT04.0M5S,Truck,270,6,01,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,3.73,29.3,1,Not eqipped,LTYX10058027,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0080018,0.2497693,318.3059360,0.0042638,,,,27.7000000,MPG,,,,,3.7400000,2.8800000,-0.1200000,40.209,0.53446,0.032283,18.308,0.22426,0.033028,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 4WD,20-GN1A,0,3.956,LTYXT04.0M5S,Truck,270,6,01,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,3.73,29.3,1,Not eqipped,LTYX10058028,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0330101,1.1429252,490.7773845,0.0044727,,,,17.9000000,MPG,13.2134563,19.9430863,,,2.2800000,0.9000000,-0.3700000,40.209,0.53446,0.032283,18.308,0.22426,0.033028,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 4WD,20-GN1A,0,3.956,LTYXT04.0M5S,Truck,270,6,01,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,3.73,29.3,1,Not eqipped,LTYX10058029,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0187188,0.3826642,450.5489050,0.0094958,,0.0039840,0.0002581,19.6000000,MPG,18.6102335,19.3126897,20.9336724,,1.5200000,0.9500000,-0.2200000,40.209,0.53446,0.032283,18.308,0.22426,0.033028,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 4WD,20-GN3A,0,3.956,LTYXT04.0M5S,Truck,270,6,01,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,3.73,29.2,1,Not eqipped,LTYX10058024,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0080110,0.2164284,314.1331760,0.0040965,,,,28.1000000,MPG,,,,,1.0200000,0.8600000,0.0700000,47.126,0.27968,0.035019,21.673,-0.04993,0.036165,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 4WD,20-GN3A,0,3.956,LTYXT04.0M5S,Truck,270,6,01,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,3.73,29.2,1,Not eqipped,LTYX10058025,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0470749,1.6078080,487.6509000,0.0046018,,,,18.0000000,MPG,13.0193210,20.2298615,,,-0.3000000,-0.2300000,-0.0300000,47.126,0.27968,0.035019,21.673,-0.04993,0.036165,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,4RUNNER 4WD,20-GN3A,0,3.956,LTYXT04.0M5S,Truck,270,6,01,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5000,3.73,29.2,1,Not eqipped,LTYX10058026,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0180028,0.3937197,448.2807600,0.0098072,,0.0038153,0.0000750,19.7000000,MPG,18.6827943,19.4374152,21.0431660,,0.9200000,0.5800000,-0.0100000,47.126,0.27968,0.035019,21.673,-0.04993,0.036165,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X,23-XA1E,0,0.001,PTYXT00.0D16,Truck,98,,02,A,Automatic,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4500,0,0,1,Not eqipped,PTYX10073640,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,188.3000000,MPG,,,,,,,,16.651,0.67116,0.013502,5.173,0.26143,0.018205,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X,23-XA1E,0,0.001,PTYXT00.0D16,Truck,98,,02,A,Automatic,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4500,0,0,1,Not eqipped,PTYX10073641,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,153.5000000,MPG,,,,,,,,16.651,0.67116,0.013502,5.173,0.26143,0.018205,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X,23-XA1E,1,0.001,PTYXT00.0D16,Truck,98,,02,A,Automatic,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4500,0,0,1,Not eqipped,PTYX10072659,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,184.9000000,MPG,,,,,,,,16.651,0.67116,0.013502,5.173,0.26143,0.018205,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X,23-XA1E,1,0.001,PTYXT00.0D16,Truck,98,,02,A,Automatic,1,N,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4500,0,0,1,Not eqipped,PTYX10072660,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,153.4000000,MPG,,,,,,,,16.651,0.67116,0.013502,5.173,0.26143,0.018205,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X AWD,23-YA1E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10073642,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,169.0000000,MPG,,,,,,,,26.307,0.44874,0.014451,1.853,-0.11914,0.022547,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X AWD,23-YA1E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10073643,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,138.4000000,MPG,,,,,,,,26.307,0.44874,0.014451,1.853,-0.11914,0.022547,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X AWD,23-YA1E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072663,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,171.9000000,MPG,,,,,,,,26.307,0.44874,0.014451,1.853,-0.11914,0.022547,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X AWD,23-YA1E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072664,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,142.5000000,MPG,,,,,,,,26.307,0.44874,0.014451,1.853,-0.11914,0.022547,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X Limited AWD,23-YA2E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072666,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,166.6000000,MPG,,,,,,,,27.554,0.43369,0.015312,4.963,-0.31177,0.025178,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X Limited AWD,23-YA2E,0,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072667,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,138.0000000,MPG,,,,,,,,27.554,0.43369,0.015312,4.963,-0.31177,0.025178,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X Limited AWD,23-YA2E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072668,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,167.5000000,MPG,,,,,,,,27.554,0.43369,0.015312,4.963,-0.31177,0.025178,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,bZ4X Limited AWD,23-YA2E,1,0.001,PTYXT00.0D1U,Truck,158,,01,A,Automatic,1,N,A,All Wheel Drive,1,No gear ratio < 1,4750,0,0,1,Not eqipped,PTYX10072670,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,138.9000000,MPG,,,,,,,,27.554,0.43369,0.015312,4.963,-0.31177,0.025178,,,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY,18-GV1A,2,3.456,JTYXV03.5M5B,Car,301,6,01,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.56,22.6,1,Not eqipped,JTYX10046635,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0082771,0.0649764,309.0516813,0.0154262,,0.0026269,0.0006848,28.6000000,MPG,29.2528576,26.7151098,32.3691975,,1.5000000,0.9900000,0.6700000,24.843,0.40298,0.015068,9.096,0.00409,0.018519,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY,18-GV1A,2,3.456,JTYXV03.5M5B,Car,301,6,01,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.56,22.6,1,Not eqipped,JTYX10046636,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0033023,0.0071235,184.8153836,0.0047342,,,,47.8000000,MPG,,,,,1.3600000,1.1000000,-0.3000000,24.843,0.40298,0.015068,9.096,0.00409,0.018519,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY AWD LE/SE,20-AV1A,0,2.487,LTYXJ02.5N4L,Both,202,4,05,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.18,28.5,1,Not eqipped,LTYX10061513,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0017292,0.0387237,174.5514762,0.0005914,,,,50.4000000,MPG,,,,,0.7300000,0.6600000,-0.1300000,32.131,0.32764,0.015877,13.895,0.13343,0.017204,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY AWD LE/SE,20-AV1A,0,2.487,LTYXJ02.5N4L,Both,202,4,05,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.18,28.5,1,Not eqipped,LTYX10061514,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0152023,0.2637994,269.3072343,0.0034975,,0.0024921,0.0002949,32.7000000,MPG,32.5270298,31.0400226,36.4115774,,0.4800000,0.3300000,-0.1100000,32.131,0.32764,0.015877,13.895,0.13343,0.017204,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY AWD LE/SE,20-AV1A,1,2.487,LTYXJ02.5N4L,Both,202,4,05,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.18,28.1,1,Not eqipped,LTYX10061861,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0210254,0.2458049,273.4190697,0.0048510,,0.0056500,0.0005146,32.3000000,MPG,32.0053390,30.6632302,35.8821986,,0.5400000,0.2500000,-0.1900000,35.566,0.32623,0.015935,15.626,0.01385,0.018729,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY AWD LE/SE,20-AV1A,1,2.487,LTYXJ02.5N4L,Both,202,4,05,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.18,28.1,1,Not eqipped,LTYX10061864,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0148928,0.0497821,176.2702619,0.0019784,,,,50.1000000,MPG,,,,,0.9900000,0.8900000,-0.0600000,35.566,0.32623,0.015935,15.626,0.01385,0.018729,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY HYBRID LE,18-AV1H,1,2.487,JTYXV02.5P35,Car,176,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.19,19.5,1,Not eqipped,JTYX10047559,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0222785,0.2044787,193.1451720,0.0015451,,,,45.7000000,MPG,,,,,0.7100000,0.3100000,0.0400000,24.493,0.17850,0.016325,7.769,0.09553,0.015568,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY HYBRID LE,18-AV1H,1,2.487,JTYXV02.5P35,Car,176,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.19,19.5,1,Not eqipped,JTYX10047560,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1385335,0.4081199,190.5199349,0.0102759,,,,45.7000000,MPG,30.6216126,62.6323206,41.1372037,,1.7100000,1.2000000,0.5100000,26.942,0.19636,0.017957,6.818,0.08100,0.017254,TWC,Three-way catalyst,N,,,N,No averaging
2023,Toyota,TYX,TOYOTA,CAMRY HYBRID LE,18-AV1H,1,2.487,JTYXV02.5P35,Car,176,4,01,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.19,19.5,1,Not eqipped,JTYX10047588,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0191546,0.5261765,190.2850835,0.0008351,,,,46.4000000,MPG,31.9350809,53.1109896,,,0.0800000,0.0200000,-0.8000000,24.493,0.17850,0.016325,7.769,0.09553,0.015568,TWC,Three-way catalyst,N,,,N,No averaging
